ApplicationNumber,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,MonthlyLoanPayment,MonthlyIncome,JobTenure,LoanApproved
23205,46,"$52,670.00",550,Employed,High School,"$20,638.00",60 months,Married,0,Rent,0,Vehicle,0,$343.97,"$4,389.17",7,No
12199,46,"$23,502.00",593,Employed,Master,"$33,365.00",60 months,Divorced,3,Rent,0,Debt Consolidation,0,$556.08,"$1,958.50",7,No
23825,46,"$68,786.00",626,Employed,Master,"$13,035.00",48 months,Married,1,Own,0,Debt Consolidation,0,$271.56,"$5,732.17",5,Yes
24205,46,"$42,864.00",597,Employed,High School,"$20,064.00",108 months,Single,2,Rent,0,Education,0,$185.78,,5,No
12151,46,"$17,058.00",618,Employed,High School,"$16,012.00",36 months,Single,4,Own,0,Education,0,$444.78,"$1,421.50",3,No
20205,46,"$31,999.00",571,Employed,High School,"$35,438.00",48 months,Single,0,Mortgage,0,Home Improvement,0,$738.29,"$2,666.58",5,No
29159,46,"$16,566.00",599,Unemployed,Diploma,"$29,214.00",48 months,Married,4,Own,0,Education,1,,"$1,380.50",6,No
29039,46,"$67,031.00",609,,Master,"$10,470.00",48 months,Married,1,Mortgage,0,Education,0,,"$5,585.92",7,Yes
11017,46,"$35,985.00",558,Self-Employed,Master,"$20,048.00",96 months,Married,2,Mortgage,0,Debt Consolidation,0,,,2,no
19654,46,"$128,742.00",603,Employed,High School,"$24,435.00",24 months,Married,4,Rent,0,Vehicle,0,"$1,018.13","$10,728.50",9,Yes
22833,46,"$48,775.00",615,Employed,Diploma,"$86,257.00",120 months,Married,0,Rent,0,Education,0,,"$4,064.58",7,No
21484,46,"$28,178.00",619,,High School,"$26,717.00",36 months,Married,0,Mortgage,0,Home Improvement,1,$742.14,"$2,348.17",12,No
20985,46,"$239,359.00",651,Employed,Master,"$40,546.00",96 months,Married,1,Own,0,Vehicle,0,$422.35,"$19,946.58",4,Yes
16619,46,"$29,952.00",583,Unemployed,Master,"$41,426.00",24 months,Married,3,Rent,0,Vehicle,0,"$1,726.08","$2,496.00",2,No
11500,46,"$60,229.00",575,Employed,Diploma,"$23,509.00",72 months,Divorced,1,Rent,0,Home Improvement,0,,"$5,019.08",2,No
20776,46,"$15,000.00",605,,Bachelor,"$31,950.00",60 months,Married,1,Other,0,Debt Consolidation,0,,"$1,250.00",4,No
29970,46,"$86,266.00",602,Employed,High School,"$34,854.00",60 months,Divorced,4,Mortgage,0,Education,0,$580.90,,8,No
21599,46,"$85,263.00",617,Employed,Diploma,"$27,537.00",72 months,Married,0,Rent,0,Home Improvement,0,$382.46,"$7,105.25",7,No
21532,46,"$32,166.00",457,,High School,"$21,413.00",36 months,Single,0,Mortgage,0,Education,0,,"$2,680.50",7,No
25104,46,"$39,690.00",565,Employed,Bachelor,"$36,095.00",72 months,Single,5,Mortgage,0,Vehicle,0,$501.32,"$3,307.50",5,No
19409,46,"$84,819.00",505,,High School,"$29,756.00",72 months,Single,5,Own,0,Personal,0,$413.28,"$7,068.25",3,No
19568,46,"$78,992.00",627,Employed,Master,"$22,325.00",60 months,Single,1,Mortgage,0,Home Improvement,0,,"$6,582.67",6,No
22227,46,"$164,996.00",585,Employed,Bachelor,"$26,464.00",12 months,Married,3,Mortgage,0,Vehicle,0,"$2,205.33","$13,749.67",4,Yes
10910,46,"$27,464.00",513,Employed,High School,"$8,521.00",60 months,Married,0,Other,0,Home Improvement,0,$142.02,"$2,288.67",4,No
25182,46,"$19,335.00",630,,Bachelor,"$22,375.00",84 months,Single,1,Rent,0,Personal,0,$266.37,"$1,611.25",7,No
22186,46,"$40,607.00",596,Employed,Doctorate,"$31,857.00",36 months,Married,2,Rent,0,Home Improvement,0,$884.92,"$3,383.92",6,No
29287,46,"$26,139.00",611,Employed,Bachelor,"$32,255.00",84 months,Divorced,2,Other,0,Debt Consolidation,0,,"$2,178.25",5,No
29454,46,"$60,582.00",524,Employed,Diploma,"$35,863.00",60 months,Married,3,Rent,0,Vehicle,1,$597.72,"$5,048.50",5,No
27593,46,"$22,054.00",627,,Diploma,"$24,498.00",48 months,Married,2,Rent,0,Home Improvement,0,,"$1,837.83",11,No
27470,46,"$30,329.00",569,Unemployed,High School,"$19,493.00",36 months,Married,0,Mortgage,0,Vehicle,0,$541.47,"$2,527.42",5,No
11689,46,"$33,027.00",579,Employed,Diploma,"$38,092.00",60 months,Married,0,Own,0,Debt Consolidation,0,,"$2,752.25",3,No
11788,46,"$54,118.00",614,Self-Employed,Master,"$21,849.00",36 months,Married,4,Rent,0,Education,0,$606.92,"$4,509.83",4,Yes
19397,46,"$38,228.00",556,Employed,Diploma,"$16,648.00",48 months,Single,3,Mortgage,0,Home Improvement,0,,"$3,185.67",5,No
11392,46,"$21,626.00",588,Employed,High School,"$41,310.00",48 months,Married,1,Rent,0,Education,0,$860.63,"$1,802.17",3,No
28059,46,"$101,958.00",555,Employed,Bachelor,"$19,326.00",24 months,Married,1,Mortgage,0,Home Improvement,0,$805.25,"$8,496.50",4,Yes
18412,46,"$118,064.00",651,,Diploma,"$9,939.00",36 months,Married,4,Own,0,Vehicle,0,$276.08,"$9,838.67",6,Yes
25241,46,"$26,330.00",603,Unemployed,Master,"$31,083.00",60 months,Married,1,Mortgage,0,Education,0,$518.05,"$2,194.17",3,No
28137,46,"$44,317.00",583,,Diploma,"$11,382.00",48 months,Married,0,Rent,0,Home Improvement,0,$237.13,"$3,693.08",4,Yes
15194,46,"$47,303.00",581,Self-Employed,High School,"$51,533.00",48 months,Married,0,Rent,0,Debt Consolidation,0,"$1,073.60",,6,No
13013,46,"$29,902.00",570,Unemployed,Bachelor,"$13,521.00",72 months,Widowed,2,Other,0,Vehicle,0,$187.79,"$2,491.83",3,No
29799,46,"$23,904.00",603,,Master,"$20,058.00",60 months,Married,0,Own,0,Debt Consolidation,0,$334.30,"$1,992.00",10,No
25220,46,"$125,515.00",558,Employed,Bachelor,"$14,902.00",24 months,Single,3,Rent,0,Debt Consolidation,0,$620.92,"$10,459.58",4,Yes
23232,46,"$15,000.00",576,Employed,High School,"$17,742.00",60 months,Married,0,Mortgage,0,Home Improvement,0,$295.70,"$1,250.00",6,No
13780,46,"$20,783.00",631,Self-Employed,Bachelor,"$46,277.00",84 months,Single,2,Mortgage,0,Debt Consolidation,0,,"$1,731.92",5,No
13012,46,"$23,470.00",561,,High School,"$69,416.00",60 months,Single,4,Own,0,Personal,0,,"$1,955.83",4,No
23202,46,"$90,757.00",610,Employed,Bachelor,"$20,713.00",96 months,Single,3,Other,0,Vehicle,0,$215.76,"$7,563.08",5,No
27337,46,"$35,036.00",553,Employed,Bachelor,"$20,447.00",84 months,Single,0,Rent,0,Home Improvement,0,$243.42,"$2,919.67",5,No
25021,46,"$42,621.00",551,,High School,"$30,422.00",72 months,Single,0,Rent,0,Vehicle,0,$422.53,"$3,551.75",9,No
16533,46,"$121,138.00",613,Employed,High School,"$42,950.00",48 months,Married,3,Mortgage,0,Vehicle,0,$894.79,"$10,094.83",8,No
27140,46,"$20,503.00",503,Employed,High School,"$19,146.00",72 months,Widowed,3,Mortgage,0,Home Improvement,0,$265.92,"$1,708.58",7,No
21688,46,"$50,899.00",517,,High School,"$24,645.00",24 months,Single,1,Rent,0,Home Improvement,0,,"$4,241.58",8,No
25393,46,"$47,704.00",628,Self-Employed,Bachelor,"$30,854.00",60 months,Married,1,Other,0,Home Improvement,0,$514.23,,8,No
23531,46,"$85,350.00",649,,Bachelor,"$27,237.00",36 months,Married,1,Other,0,Home Improvement,0,$756.58,,7,Yes
19803,46,"$59,583.00",551,Employed,High School,"$44,575.00",12 months,Single,3,Mortgage,0,Home Improvement,0,"$3,714.58","$4,965.25",7,No
29550,46,"$62,701.00",584,,Bachelor,"$32,608.00",72 months,Married,0,Mortgage,0,Home Improvement,0,$452.89,,5,No
23010,46,"$67,455.00",628,Employed,High School,"$66,712.00",36 months,Married,0,Mortgage,0,Education,0,"$1,853.11","$5,621.25",10,No
23118,46,"$26,541.00",644,Employed,Bachelor,"$37,726.00",72 months,Married,2,Rent,0,Vehicle,0,$523.97,"$2,211.75",3,No
19737,46,"$49,840.00",606,,Diploma,"$21,239.00",84 months,Married,0,Mortgage,0,Debt Consolidation,0,$252.85,"$4,153.33",3,No
28853,46,"$30,041.00",604,Employed,Bachelor,"$15,047.00",60 months,Single,0,Other,0,Education,0,$250.78,"$2,503.42",4,No
12917,46,"$15,000.00",550,Employed,High School,"$20,375.00",12 months,Divorced,4,Rent,0,Vehicle,0,"$1,697.92","$1,250.00",8,No
12836,46,"$55,300.00",459,Employed,Diploma,"$35,568.00",72 months,Single,0,Mortgage,0,Education,0,,"$4,608.33",8,No
28014,46,"$69,304.00",576,Employed,High School,"$44,730.00",48 months,Single,0,Rent,0,Debt Consolidation,1,,"$5,775.33",10,No
16257,46,"$81,125.00",483,Employed,Master,"$42,957.00",84 months,Married,2,Mortgage,0,Personal,0,$511.39,"$6,760.42",7,No
12486,46,"$84,075.00",607,Employed,High School,"$17,615.00",96 months,Married,2,Mortgage,0,Debt Consolidation,0,$183.49,,7,No
29599,46,"$18,852.00",441,Employed,High School,"$45,122.00",36 months,Married,3,Mortgage,0,Home Improvement,0,"$1,253.39",,4,No
22407,46,"$80,242.00",479,Employed,Master,"$35,498.00",84 months,Divorced,3,Own,0,Home Improvement,0,$422.60,"$6,686.83",2,No
23674,46,"$31,635.00",653,Employed,Bachelor,"$18,794.00",108 months,Married,0,Rent,0,Vehicle,0,,"$2,636.25",4,No
15642,46,"$65,865.00",559,Employed,Master,"$34,952.00",36 months,Divorced,1,Own,0,Home Improvement,1,,"$5,488.75",4,No
17248,46,"$54,617.00",606,Employed,Doctorate,"$47,445.00",48 months,Married,0,Mortgage,0,Debt Consolidation,0,$988.44,"$4,551.42",3,Yes
16609,46,"$22,619.00",565,Self-Employed,High School,"$16,007.00",36 months,Married,3,Own,0,Debt Consolidation,0,$444.64,"$1,884.92",3,No
28791,46,"$246,909.00",525,Employed,Diploma,"$19,473.00",48 months,Divorced,2,Rent,0,Education,0,$405.69,"$20,575.75",5,Yes
14021,46,"$196,115.00",574,Employed,Master,"$15,133.00",96 months,Married,2,Mortgage,0,Home Improvement,1,$157.64,,3,Yes
13479,46,"$99,040.00",553,Employed,High School,"$10,255.00",48 months,Married,1,Own,0,Vehicle,1,,"$8,253.33",3,yes
18506,46,"$87,157.00",582,Employed,High School,"$12,345.00",84 months,Single,2,Mortgage,0,Home Improvement,0,$146.96,"$7,263.08",5,No
14571,46,"$100,621.00",568,Unemployed,High School,"$14,037.00",60 months,Single,2,Mortgage,0,Debt Consolidation,0,$233.95,"$8,385.08",3,No
29827,46,"$150,132.00",619,Employed,Diploma,"$13,604.00",24 months,Married,2,Mortgage,0,Education,0,$566.83,,11,Yes
17236,46,"$44,142.00",565,Employed,High School,"$13,084.00",36 months,Single,0,Mortgage,0,Home Improvement,0,$363.44,"$3,678.50",4,No
22838,46,"$46,110.00",574,Employed,Bachelor,"$21,311.00",120 months,Single,1,Rent,0,Vehicle,0,$177.59,"$3,842.50",8,No
22685,46,"$27,827.00",580,Employed,High School,"$13,553.00",24 months,Married,0,Mortgage,0,Home Improvement,0,$564.71,"$2,318.92",7,No
26182,46,"$71,894.00",610,Employed,Bachelor,"$27,809.00",48 months,Married,4,Mortgage,0,Personal,0,,"$5,991.17",4,Yes
15602,46,"$16,049.00",480,Employed,Doctorate,"$19,936.00",84 months,Married,0,Rent,0,Personal,0,$237.33,,3,No
14306,46,"$132,162.00",572,Unemployed,Bachelor,"$11,961.00",24 months,Married,0,Mortgage,0,Vehicle,0,$498.38,"$11,013.50",2,Yes
18490,46,"$51,340.00",619,,Bachelor,"$20,465.00",24 months,Married,1,Rent,0,Personal,0,$852.71,"$4,278.33",5,No
15485,46,"$56,768.00",626,Employed,Doctorate,"$15,156.00",24 months,Divorced,3,Mortgage,0,Debt Consolidation,0,$631.50,"$4,730.67",1,Yes
24617,46,"$69,325.00",626,Employed,Bachelor,"$18,945.00",48 months,Divorced,1,Rent,0,Debt Consolidation,0,$394.69,"$5,777.08",5,Yes
19392,46,"$42,780.00",507,Employed,Bachelor,"$16,127.00",60 months,Married,3,Mortgage,0,Education,0,$268.78,"$3,565.00",4,No
29723,46,"$30,065.00",594,Employed,High School,"$25,020.00",60 months,Single,2,Own,0,Home Improvement,0,$417.00,"$2,505.42",7,No
12248,46,"$61,009.00",642,Employed,Master,"$24,629.00",24 months,Married,2,Mortgage,0,Vehicle,0,,,9,Yes
20770,46,"$57,836.00",628,,Bachelor,"$41,839.00",84 months,Married,3,Rent,0,Home Improvement,0,$498.08,"$4,819.67",7,No
23001,46,"$29,649.00",579,Employed,High School,"$14,603.00",48 months,Married,0,Mortgage,0,Debt Consolidation,0,$304.23,"$2,470.75",5,No
25047,46,"$84,292.00",578,Employed,Bachelor,"$22,847.00",72 months,Married,0,Mortgage,0,Education,0,$317.32,"$7,024.33",6,Yes
20744,46,"$67,251.00",509,Employed,Master,"$17,225.00",48 months,Married,1,Own,0,Debt Consolidation,0,$358.85,"$5,604.25",4,No
15588,46,"$43,298.00",611,Employed,Bachelor,"$25,301.00",60 months,Divorced,2,Rent,0,Vehicle,0,$421.68,"$3,608.17",8,No
30017,46,"$56,420.00",486,Employed,Master,"$12,015.00",48 months,Married,1,Mortgage,0,Debt Consolidation,0,$250.31,"$4,701.67",7,Yes
24450,46,"$21,348.00",568,Employed,Bachelor,"$42,929.00",72 months,Married,1,Rent,0,Vehicle,0,$596.24,"$1,779.00",9,No
28956,46,"$86,898.00",611,Employed,Diploma,"$20,378.00",84 months,Married,1,Mortgage,0,Education,0,$242.60,"$7,241.50",8,Yes
15033,46,"$24,065.00",427,Employed,Bachelor,"$31,177.00",24 months,Divorced,2,Own,0,Debt Consolidation,0,"$1,299.04","$2,005.42",6,No
14976,46,"$100,605.00",604,Employed,Master,"$13,719.00",60 months,Single,2,Rent,0,Debt Consolidation,0,$228.65,"$8,383.75",2,Yes
11698,46,"$257,997.00",596,Employed,Master,"$47,793.00",120 months,Married,2,Mortgage,0,Vehicle,0,$398.28,"$21,499.75",8,Yes
13682,46,"$59,380.00",606,Employed,Doctorate,"$40,038.00",72 months,Married,1,Own,0,Vehicle,0,,"$4,948.33",1,No
16455,46,"$55,752.00",633,,Master,"$21,089.00",96 months,Single,3,Mortgage,0,Home Improvement,0,$219.68,"$4,646.00",5,No
24776,46,"$128,958.00",651,Employed,Doctorate,"$13,969.00",24 months,Divorced,1,Own,0,Home Improvement,0,$582.04,"$10,746.50",5,Yes
21893,46,"$26,557.00",633,Employed,Master,"$11,225.00",24 months,Married,1,Mortgage,0,Vehicle,0,$467.71,"$2,213.08",7,No
29211,46,"$17,870.00",474,Employed,High School,"$18,047.00",96 months,Married,1,Own,0,Home Improvement,0,$187.99,"$1,489.17",6,No
26682,46,"$82,273.00",657,Employed,Master,"$22,222.00",36 months,Single,1,Rent,0,Education,0,$617.28,"$6,856.08",8,Yes
14454,46,"$20,237.00",616,Employed,High School,"$22,711.00",36 months,Married,0,Own,0,Debt Consolidation,0,$630.86,"$1,686.42",8,No
22145,46,"$26,236.00",566,Employed,Bachelor,"$28,369.00",72 months,Married,3,Rent,0,Debt Consolidation,0,$394.01,"$2,186.33",5,No
13995,46,"$58,092.00",583,,High School,"$15,479.00",96 months,Married,0,Rent,0,Vehicle,0,$161.24,"$4,841.00",5,No
30352,46,"$60,869.00",604,,Diploma,"$25,104.00",48 months,Married,1,Rent,0,Vehicle,0,$523.00,"$5,072.42",7,Yes
24274,46,"$45,150.00",524,Employed,High School,"$25,642.00",72 months,Married,1,Own,0,Home Improvement,0,,"$3,762.50",8,No
14838,46,"$61,286.00",663,,Master,"$7,750.00",60 months,Married,3,Mortgage,0,Vehicle,0,$129.17,"$5,107.17",4,Yes
20926,46,"$104,345.00",550,Self-Employed,Doctorate,"$29,879.00",120 months,Married,3,Mortgage,0,Personal,0,$248.99,"$8,695.42",4,No
17879,46,"$291,889.00",571,Employed,Bachelor,"$13,304.00",60 months,Married,3,Other,0,Debt Consolidation,0,$221.73,,9,Yes
20385,46,"$46,739.00",498,Employed,High School,"$17,880.00",36 months,Married,2,Mortgage,0,Debt Consolidation,0,$496.67,"$3,894.92",1,No
13834,46,"$118,892.00",555,Employed,Diploma,"$19,712.00",60 months,Widowed,1,Rent,0,Vehicle,0,$328.53,"$9,907.67",5,No
14716,46,"$177,974.00",483,Employed,High School,"$48,603.00",12 months,Single,2,Mortgage,0,Education,0,,"$14,831.17",3,Yes
11822,46,"$23,525.00",640,Employed,Bachelor,"$42,191.00",60 months,Married,3,Own,0,Education,0,$703.18,"$1,960.42",4,No
15436,46,"$49,076.00",621,Employed,Diploma,"$24,894.00",48 months,Married,0,Rent,0,Debt Consolidation,0,$518.63,"$4,089.67",2,No
19252,46,"$28,562.00",662,Employed,Bachelor,"$13,013.00",60 months,Married,1,Mortgage,0,Home Improvement,1,$216.88,"$2,380.17",2,No
17050,46,"$29,240.00",554,Employed,High School,"$25,013.00",24 months,Married,2,Rent,0,Vehicle,0,"$1,042.21",,4,No
21414,46,"$127,265.00",599,Employed,Diploma,"$8,871.00",84 months,Single,2,Mortgage,0,Vehicle,0,$105.61,"$10,605.42",7,Yes
25960,46,"$46,576.00",585,Unemployed,High School,"$43,592.00",60 months,Married,2,Rent,0,Home Improvement,0,,,10,No
15494,46,"$17,163.00",615,Employed,Bachelor,"$53,905.00",36 months,Married,0,Mortgage,0,Debt Consolidation,0,"$1,497.36","$1,430.25",8,No
19965,46,"$57,997.00",599,Employed,Bachelor,"$21,112.00",24 months,Married,0,Mortgage,0,Debt Consolidation,0,$879.67,,11,Yes
20068,46,"$82,412.00",559,Employed,High School,"$19,263.00",36 months,Divorced,1,Mortgage,0,Vehicle,0,,"$6,867.67",11,Yes
30482,46,"$83,731.00",489,Employed,Bachelor,"$16,914.00",36 months,Single,1,Own,0,Debt Consolidation,0,$469.83,"$6,977.58",5,yes
20720,46,"$31,455.00",601,Employed,Bachelor,"$17,338.00",72 months,Married,1,Other,0,Vehicle,0,$240.81,"$2,621.25",3,No
22091,46,"$31,176.00",491,Employed,High School,"$26,929.00",36 months,Married,0,Rent,0,Home Improvement,0,,"$2,598.00",6,No
16747,46,"$66,553.00",516,Employed,Diploma,"$13,196.00",84 months,Single,0,Other,0,Personal,0,$157.10,"$5,546.08",4,No
11024,46,"$79,036.00",609,Employed,Bachelor,"$21,585.00",108 months,Married,3,Rent,0,Debt Consolidation,1,$199.86,"$6,586.33",3,No
21404,46,"$31,227.00",604,Employed,High School,"$17,912.00",60 months,Married,0,Other,0,Vehicle,0,$298.53,,7,No
23760,46,"$105,145.00",590,Employed,High School,"$21,559.00",72 months,Divorced,2,Rent,0,Vehicle,0,$299.43,"$8,762.08",3,no
12660,46,"$24,681.00",599,Employed,High School,"$16,265.00",96 months,Divorced,2,Mortgage,0,Home Improvement,0,$169.43,"$2,056.75",6,No
26765,46,"$59,998.00",544,Unemployed,Diploma,"$56,657.00",36 months,Single,1,Own,0,Home Improvement,0,,"$4,999.83",5,No
24819,46,"$15,000.00",619,Employed,Diploma,"$15,026.00",72 months,Single,4,Own,0,Debt Consolidation,0,$208.69,,2,No
14984,46,"$22,697.00",557,Employed,Diploma,"$12,211.00",60 months,Married,1,Other,0,Education,0,$203.52,"$1,891.42",6,No
20147,46,"$20,768.00",585,Employed,High School,"$29,316.00",60 months,Divorced,2,Mortgage,0,Vehicle,0,$488.60,"$1,730.67",3,No
10861,46,"$34,332.00",598,Employed,Bachelor,"$34,356.00",48 months,Married,2,Own,0,Vehicle,0,$715.75,"$2,861.00",2,No
28898,46,"$82,782.00",537,Employed,Bachelor,"$8,305.00",36 months,Married,2,Rent,0,Education,0,$230.69,"$6,898.50",6,Yes
12809,46,"$29,718.00",526,Employed,High School,"$31,229.00",12 months,Single,0,Mortgage,0,Home Improvement,0,"$2,602.42","$2,476.50",3,No
28650,46,"$218,867.00",613,Self-Employed,Bachelor,"$42,206.00",60 months,Single,1,Rent,0,Vehicle,0,$703.43,"$18,238.92",4,Yes
20099,46,"$212,396.00",478,,Bachelor,"$32,777.00",24 months,Single,0,Mortgage,0,Home Improvement,0,"$1,365.71","$17,699.67",3,Yes
29081,46,"$108,450.00",569,,High School,"$18,349.00",48 months,Married,3,Mortgage,0,Home Improvement,0,,"$9,037.50",8,Yes
14191,46,"$32,579.00",598,Employed,Diploma,"$77,429.00",36 months,Married,5,Rent,0,Vehicle,0,"$2,150.81","$2,714.92",4,No
24227,46,"$77,407.00",624,Employed,Bachelor,"$18,995.00",36 months,Single,1,Own,0,Vehicle,0,$527.64,"$6,450.58",7,Yes
20876,46,"$85,452.00",563,Employed,High School,"$18,430.00",96 months,Married,0,Other,0,Home Improvement,0,$191.98,"$7,121.00",5,No
17902,46,"$57,574.00",625,Employed,High School,"$21,090.00",36 months,Married,1,Mortgage,0,Home Improvement,0,$585.83,,6,No
19219,46,"$16,632.00",583,Employed,Diploma,"$39,163.00",36 months,Married,5,Mortgage,0,Debt Consolidation,0,,"$1,386.00",4,No
14009,46,"$30,924.00",549,Unemployed,High School,"$30,963.00",96 months,Married,1,Mortgage,0,Debt Consolidation,0,$322.53,"$2,577.00",3,No
28672,46,"$54,512.00",635,Employed,Doctorate,"$20,609.00",36 months,Married,2,Mortgage,0,Debt Consolidation,0,$572.47,,7,No
25790,46,"$37,386.00",606,,Diploma,"$37,920.00",48 months,Married,1,Rent,0,Home Improvement,0,$790.00,"$3,115.50",4,No
16411,46,"$71,919.00",564,Unemployed,High School,"$17,603.00",36 months,Divorced,2,Mortgage,0,Debt Consolidation,0,$488.97,"$5,993.25",2,No
11912,46,"$39,872.00",631,,Diploma,"$77,447.00",24 months,Single,1,Rent,0,Home Improvement,1,"$3,226.96","$3,322.67",8,No
10708,46,"$40,998.00",576,Employed,High School,"$29,172.00",48 months,Single,1,Mortgage,0,Debt Consolidation,0,$607.75,"$3,416.50",5,No
28568,46,"$75,455.00",515,Employed,Bachelor,"$43,008.00",72 months,Single,3,Mortgage,0,Home Improvement,0,$597.33,,5,No
22085,46,"$30,412.00",500,Employed,High School,"$29,384.00",24 months,Single,1,Own,0,Home Improvement,0,,"$2,534.33",6,No
23716,46,"$53,828.00",606,Employed,Master,"$18,328.00",12 months,Married,0,Mortgage,0,Home Improvement,0,"$1,527.33","$4,485.67",1,Yes
17195,46,"$103,964.00",578,,High School,"$28,876.00",12 months,Single,4,Own,0,Home Improvement,0,"$2,406.33",,4,No
30221,46,"$235,010.00",507,Employed,Master,"$44,122.00",60 months,Married,1,Other,0,Education,0,$735.37,,5,Yes
30405,46,"$116,213.00",608,Employed,Master,"$10,758.00",36 months,Married,1,Own,0,Home Improvement,0,,"$9,684.42",4,Yes
22069,46,"$34,234.00",542,Employed,High School,"$22,313.00",72 months,Married,2,Mortgage,0,Debt Consolidation,0,$309.90,,4,No
17533,46,"$51,673.00",634,Employed,Diploma,"$12,675.00",48 months,Married,3,Own,0,Home Improvement,0,$264.06,"$4,306.08",8,Yes
21607,46,"$20,776.00",623,Employed,Diploma,"$26,900.00",60 months,Widowed,5,Own,0,Debt Consolidation,0,,"$1,731.33",5,No
16494,46,"$22,350.00",596,,Master,"$34,900.00",84 months,Married,3,Own,0,Home Improvement,1,,"$1,862.50",4,No
20868,46,"$38,979.00",565,Employed,High School,"$7,911.00",60 months,Married,5,Rent,0,Vehicle,0,$131.85,"$3,248.25",2,No
17466,46,"$151,024.00",589,Employed,High School,"$19,728.00",48 months,Single,0,Mortgage,0,Education,0,$411.00,"$8,274.33",8,No
15716,46,"$223,250.00",660,Employed,Doctorate,"$67,594.00",108 months,Married,2,Other,0,Vehicle,1,$625.87,"$18,604.17",7,No
30351,46,"$27,923.00",617,Employed,High School,"$17,268.00",48 months,Married,1,Own,0,Home Improvement,1,$359.75,,3,No
29481,46,"$57,480.00",578,,Master,"$36,339.00",48 months,Divorced,2,Mortgage,0,Education,0,$757.06,"$4,790.00",3,No
23169,46,"$45,562.00",591,,Bachelor,"$16,961.00",72 months,Married,2,Mortgage,0,Personal,1,$235.57,"$3,796.83",4,No
27624,46,"$73,828.00",535,Employed,Bachelor,"$57,097.00",72 months,Married,0,Mortgage,0,Debt Consolidation,0,,"$6,152.33",7,No
13933,46,"$30,396.00",608,Employed,High School,"$21,648.00",60 months,Married,2,Rent,0,Personal,0,,"$2,533.00",5,No
15301,46,"$15,000.00",576,Employed,High School,"$20,831.00",36 months,Single,0,Rent,0,Debt Consolidation,0,,,4,No
11862,46,"$46,580.00",576,Employed,Diploma,"$19,392.00",84 months,Divorced,1,Other,0,Home Improvement,0,$230.86,"$3,881.67",5,No
24578,46,"$45,083.00",597,Employed,High School,"$14,869.00",60 months,Married,3,Mortgage,0,Personal,0,$247.82,"$3,756.92",2,Yes
23967,46,"$64,798.00",582,Employed,High School,"$28,574.00",36 months,Divorced,0,Own,0,Personal,0,$793.72,"$5,399.83",5,No
27683,46,"$105,921.00",588,Employed,Master,"$27,115.00",72 months,Married,0,Mortgage,0,Personal,0,$376.60,,6,Yes
16196,46,"$115,923.00",629,Employed,Diploma,"$25,951.00",48 months,Married,1,Own,0,Education,0,,"$9,660.25",7,Yes
11955,46,"$56,261.00",532,,Bachelor,"$41,013.00",36 months,Married,3,Own,0,Vehicle,0,"$1,139.25","$4,688.42",5,No
25805,46,"$100,912.00",549,Self-Employed,Master,"$15,900.00",96 months,Single,1,Mortgage,0,Debt Consolidation,0,$165.63,,6,Yes
13244,46,"$33,514.00",564,Employed,Bachelor,"$13,663.00",72 months,Single,4,Other,0,Debt Consolidation,0,$189.76,"$2,792.83",4,No
21852,46,"$15,000.00",563,Employed,High School,"$27,543.00",36 months,Married,1,Mortgage,0,Debt Consolidation,0,$765.08,"$1,250.00",4,No
19835,46,"$46,302.00",600,Self-Employed,Master,"$21,813.00",96 months,Single,2,Own,0,Home Improvement,0,$227.22,"$3,858.50",2,No
29524,46,"$76,161.00",549,Employed,Diploma,"$23,181.00",36 months,Married,0,Mortgage,0,Debt Consolidation,0,$643.92,"$6,346.75",7,No
15820,46,"$67,244.00",648,Employed,Bachelor,"$23,683.00",72 months,Married,1,Mortgage,0,Debt Consolidation,0,$328.93,"$5,603.67",6,No
17716,46,"$55,108.00",460,Employed,High School,"$15,011.00",36 months,Single,2,Rent,0,Debt Consolidation,0,,,0,Yes
22856,46,"$28,823.00",606,Employed,Master,"$33,583.00",48 months,Single,3,Other,0,Home Improvement,0,$699.65,"$2,401.92",5,No
22056,46,"$22,545.00",601,,High School,"$9,197.00",36 months,Single,1,Mortgage,0,Home Improvement,1,$255.47,"$1,878.75",4,No
21714,46,"$44,957.00",624,Employed,Diploma,"$12,681.00",24 months,Married,0,Own,0,Debt Consolidation,0,$528.38,"$3,746.42",3,Yes
17579,46,"$26,939.00",516,Unemployed,High School,"$25,498.00",120 months,Divorced,0,Mortgage,0,Vehicle,0,,"$2,244.92",4,No
11921,46,"$15,000.00",571,Employed,Master,"$8,744.00",108 months,Married,0,Mortgage,0,Home Improvement,0,$80.96,"$1,250.00",10,No
19629,46,"$81,359.00",514,Employed,Diploma,"$23,856.00",24 months,Single,1,Rent,0,Vehicle,0,$994.00,"$6,779.92",5,No
11920,46,"$115,156.00",596,Employed,Bachelor,"$11,143.00",60 months,Married,3,Rent,0,Debt Consolidation,0,$185.72,"$9,596.33",9,Yes
24086,46,"$28,221.00",593,Employed,Diploma,"$23,645.00",48 months,Married,2,Other,0,Debt Consolidation,0,,"$2,351.75",5,No
